"Untitled","Untitled 1"
"0.267669","0.548441"
"0.267438","0.548598"
"0.266961","0.548376"
"0.266243","0.548614"
"0.266134","0.548473"
"0.265658","0.548988"
"0.265361","0.549039"
"0.265014","0.54912"
"0.263758","0.549352"
"0.263691","0.548898"
"0.261335","0.548164"
"0.260929","0.549007"
"0.259658","0.548582"
"0.258132","0.549187"
"0.256616","0.548012"
"0.25313","0.548595"
"0.252357","0.548608"
"0.246544","0.548396"
"0.245346","0.549638"
"0.239111","0.548772"
"0.235004","0.549467"
"0.229303","0.549223"
"0.220101","0.548579"
"0.216177","0.548727"
"0.200446","0.5492"
"0.197182","0.54929"
"0.179262","0.549802"
"0.170391","0.548766"
"0.154384","0.54817"
"0.138531","0.548672"
"0.130602","0.547742"
"0.106058","0.548743"
"0.101185","0.548032"
"0.080404","0.548177"
"0.075443","0.548505"
"0.06524","0.547549"
"0.059513","0.547852"
"0.057279","0.547459"
"0.053893","0.547291"
"0.053233","0.547208"
"0.052303","0.546438"
"0.052432","0.546223"
"0.052277","0.545666"
"0.052177","0.545212"
"0.052036","0.544214"
"0.052158","0.543947"
"0.052274","0.542347"
"0.052309","0.541166"
"0.052126","0.53919"
"0.052148","0.538024"
"0.0522","0.538272"
"0.052161","0.534406"
"0.051997","0.534033"
"0.051981","0.531271"
"0.052084","0.529745"
"0.051939","0.527408"
"0.052","0.525767"
"0.052007","0.523353"
"0.052142","0.52089"
"0.052164","0.519709"
"0.052164","0.516522"
"0.052023","0.515054"
"0.052068","0.511829"
"0.052036","0.51012"
"0.052023","0.50702"
"0.052222","0.505375"
"0.052097","0.503225"
"0.051936","0.501928"
"0.051913","0.501107"
"0.052078","0.498226"
"0.052209","0.498139"
"0.052023","0.496536"
"0.051997","0.496681"
"0.052126","0.495895"
"0.052139","0.495686"
"0.052078","0.49605"
"0.051855","0.496407"
"0.052003","0.497205"
"0.052052","0.498432"
"0.051968","0.498628"
"0.052","0.500939"
"0.052216","0.501931"
"0.052065","0.50345"
"0.051913","0.505922"
"0.051971","0.507757"
"0.051994","0.510879"
"0.052016","0.511336"
"0.052116","0.51441"
"0.052032","0.516046"
"0.051994","0.518556"
"0.051917","0.521103"
"0.052055","0.523565"
"0.052042","0.526298"
"0.052242","0.528258"
"0.051997","0.53054"
"0.051946","0.531593"
"0.052026","0.534648"
"0.05202","0.535324"
"0.052103","0.538497"
"0.051997","0.539344"
"0.052116","0.541468"
"0.052","0.541839"
"0.052036","0.542917"
"0.051958","0.54415"
"0.052049","0.544565"
"0.05211","0.54547"
"0.052142","0.546062"
"0.052055","0.546809"
"0.052354","0.547131"
"0.052699","0.546828"
"0.054263","0.547613"
"0.055403","0.547977"
"0.062182","0.548412"
"0.063897","0.548814"
"0.078794","0.548856"
"0.084736","0.548672"
"0.102711","0.549232"
"0.115313","0.549136"
"0.125523","0.54949"
"0.148171","0.549451"
"0.153898","0.549616"
"0.178229","0.549883"
"0.182539","0.550143"
"0.201663","0.549944"
"0.206977","0.549609"
"0.218131","0.549165"
"0.225157","0.549419"
"0.231273","0.549213"
"0.238545","0.549522"
"0.241081","0.548785"
"0.247709","0.549055"
"0.249386","0.549413"
"0.254356","0.549158"
"0.255267","0.54985"
"0.258827","0.549574"
"0.259532","0.549274"
"0.261061","0.549374"
"0.262616","0.549117"
"0.263559","0.549979"
"0.264953","0.549941"
"0.264856","0.548737"
"0.265915","0.549319"
"0.266121","0.548859"
"0.267119","0.549313"
"0.267444","0.548753"
"0.267647","0.548637"
"0.268329","0.549445"
"0.268654","0.549133"
"0.268735","0.549133"
"0.269218","0.549429"
"0.269617","0.54911"
"0.269874","0.549455"
"0.270022","0.548814"
"0.270084","0.54958"
"0.27074","0.549696"
"0.27064","0.549406"
"0.271294","0.549352"
"0.270727","0.548843"
"0.271152","0.549921"
"0.271278","0.54929"
"0.271152","0.549445"
"0.27113","0.549352"
"0.271085","0.54949"
"0.270814","0.548882"
"0.270647","0.548952"
"0.270064","0.548618"
"0.270174","0.549075"
"0.269678","0.54865"
"0.269108","0.548083"
"0.268329","0.547964"
"0.267177","0.548051"
"0.266797","0.547417"
"0.264875","0.547665"
"0.264563","0.547987"
"0.26241","0.54725"
"0.261441","0.546838"
"0.258779","0.54669"
"0.25677","0.546442"
"0.253786","0.545666"
"0.250075","0.544584"
"0.247799","0.54293"
"0.24159","0.542009"
"0.239211","0.540104"
"0.231721","0.538269"
"0.230214","0.537477"
"0.221227","0.534049"
"0.217529","0.533189"
"0.208403","0.527943"
"0.203085","0.526761"
"0.196168","0.521244"
"0.187632","0.518357"
"0.182102","0.51152"
"0.170839","0.507715"
"0.168273","0.503708"
"0.155282","0.495957"
"0.15233","0.492136"
"0.140864","0.482914"
"0.136654","0.478459"
"0.127216","0.46783"
"0.123041","0.464164"
"0.117476","0.45423"
"0.110986","0.450036"
"0.107758","0.441667"
"0.101488","0.435857"
"0.099756","0.430545"
"0.094129","0.423335"
"0.093025","0.419595"
"0.089159","0.412999"
"0.087595","0.410743"
"0.085255","0.405441"
"0.084315","0.404218"
"0.083204","0.400887"
"0.082628","0.400172"
"0.082319","0.399103"
"0.082412","0.398733"
"0.082161","0.399605"
"0.08343","0.401736"
"0.08389","0.40333"
"0.086027","0.407373"
"0.086874","0.408718"
"0.08914","0.415935"
"0.091783","0.418182"
"0.093698","0.426152"
"0.098616","0.429828"
"0.10047","0.438074"
"0.107391","0.44365"
"0.108878","0.450168"
"0.118355","0.458238"
"0.120495","0.463752"
"0.130879","0.473373"
"0.133796","0.475784"
"0.142947","0.486557"
"0.149188","0.490179"
"0.156257","0.498989"
"0.165283","0.502687"
"0.171276","0.510419"
"0.18224","0.513477"
"0.184818","0.517375"
"0.197604","0.522374"
"0.200153","0.524788"
"0.212021","0.529185"
"0.214709","0.530997"
"0.223983","0.534352"
"0.227784","0.535742"
"0.233694","0.538375"
"0.238938","0.539141"
"0.241831","0.541134"
"0.248121","0.542161"
"0.24993","0.543622"
"0.255405","0.543593"
"0.256159","0.543615"
"0.260935","0.545009"
"0.262052","0.545048"
"0.264257","0.545695"
"0.265728","0.545508"
"0.267463","0.545302"
"0.268738","0.54527"
"0.26907","0.545743"
"0.270766","0.546216"
"0.271242","0.546023"
"0.272398","0.546477"
"0.272562","0.546075"
"0.272852","0.545801"
"0.273109","0.546136"
"0.27374","0.546329"
"0.273801","0.546075"
"0.274246","0.546258"
"0.274448","0.546203"
"0.274783","0.546461"
"0.274246","0.545727"
"0.273904","0.546342"
"0.275047","0.547098"
"0.274638","0.545956"
"0.274513","0.546191"
"0.274812","0.545573"
"0.274381","0.545798"
"0.274761","0.545737"
"0.274522","0.54602"
"0.274979","0.546741"
"0.275269","0.546426"
"0.274548","0.545791"
"0.274699","0.545865"
"0.274419","0.54575"
"0.274944","0.546039"
"0.274455","0.545734"
"0.274452","0.545885"
"0.27451","0.545653"
"0.274381","0.546245"
"0.274825","0.545869"
"0.274699","0.545425"
"0.274442","0.545537"
"0.274735","0.546319"
"0.274226","0.544964"
"0.274365","0.544951"
"0.273718","0.544864"
"0.274101","0.544835"
"0.273743","0.544771"
"0.274201","0.545099"
"0.274587","0.545412"
"0.273827","0.544794"
"0.273866","0.544742"
"0.273821","0.544732"
"0.27384","0.544903"
"0.273673","0.544617"
"0.273657","0.544909"
"0.274033","0.54499"
"0.273795","0.545154"
"0.27356","0.544842"
"0.273319","0.544893"
"0.27329","0.544394"
"0.273174","0.544472"
"0.273087","0.545115"
"0.272897","0.544452"
"0.273412","0.544423"
"0.272552","0.544002"
"0.27242","0.544169"
"0.271899","0.543838"
"0.272005","0.543741"
"0.271709","0.544205"
"0.271725","0.544134"
"0.271526","0.544642"
"0.271133","0.544427"
"0.270702","0.543883"
"0.26991","0.543879"
"0.269272","0.543187"
"0.268567","0.543342"
"0.268329","0.542914"
"0.266269","0.543139"
"0.266636","0.544317"
"0.263787","0.542981"
"0.262857","0.542865"
"0.260047","0.542083"
"0.258502","0.542508"
"0.256207","0.541571"
"0.252225","0.54125"
"0.249914","0.540625"
"0.2442","0.539502"
"0.241657","0.538678"
"0.233768","0.53767"
"0.2309","0.535253"
"0.220355","0.53439"
"0.218675","0.532459"
"0.205625","0.52943"
"0.202999","0.528361"
"0.190883","0.523864"
"0.185031","0.522187"
"0.173372","0.5148"
"0.164777","0.512733"
"0.155401","0.504416"
"0.14531","0.501297"
"0.138476","0.492197"
"0.12635","0.487008"
"0.122755","0.478948"
"0.1094","0.470012"
"0.106454","0.461984"
"0.095024","0.451671"
"0.092938","0.44466"
"0.08454","0.432387"
"0.082123","0.427716"
"0.076651","0.413022"
"0.073692","0.407775"
"0.070486","0.394957"
"0.067863","0.391037"
"0.066292","0.37893"
"0.063929","0.373639"
"0.062996","0.36487"
"0.061203","0.35991"
"0.060859","0.3542"
"0.059555","0.349008"
"0.059252","0.345625"
"0.058416","0.341562"
"0.058432","0.339985"
"0.058039","0.338318"
"0.058074","0.338022"
"0.057859","0.339142"
"0.057978","0.339338"
"0.058193","0.343069"
"0.058213","0.344453"
"0.058638","0.349632"
"0.059143","0.353131"
"0.059594","0.36046"
"0.060369","0.365659"
"0.06054","0.372219"
"0.06175","0.380025"
"0.062098","0.385961"
"0.062706","0.397388"
"0.063173","0.4023"
"0.063402","0.414947"
"0.063572","0.41878"
"0.063431","0.420361"
"0.063344","0.42891"
"0.062433","0.436336"
"0.062214","0.438966"
"0.061187","0.450882"
"0.059581","0.456799"
"0.059034","0.464147"
"0.056446","0.473434"
"0.055634","0.47786"
"0.054093","0.487694"
"0.053307","0.490591"
"0.05284","0.499684"
"0.052448","0.502732"
"0.052261","0.50851"
"0.052226","0.511526"
"0.051936","0.513876"
"0.051991","0.51799"
"0.052068","0.519438"
"0.052013","0.521141"
"0.051997","0.5224"
"0.052078","0.521985"
"0.051984","0.522168"
"0.052161","0.521305"
"0.052007","0.520938"
"0.051987","0.519409"
"0.052007","0.517787"
"0.051981","0.515209"
"0.051949","0.512096"
"0.052126","0.509112"
"0.0521","0.505913"
"0.052061","0.503405"
"0.052065","0.498583"
"0.052135","0.496249"
"0.052023","0.489924"
"0.05209","0.486474"
"0.052193","0.480602"
"0.052113","0.479038"
"0.052049","0.472781"
"0.052152","0.469546"
"0.052084","0.464962"
"0.052071","0.461328"
"0.052087","0.45865"
"0.052142","0.455315"
"0.052106","0.453721"
"0.052129","0.450052"
"0.052255","0.449141"
"0.05201","0.447383"
"0.051981","0.446666"
"0.0522","0.446083"
"0.052087","0.445935"
"0.052139","0.446418"
"0.052148","0.447177"
"0.052119","0.448632"
"0.052242","0.450795"
"0.052087","0.45143"
"0.052045","0.454587"
"0.052068","0.456071"
"0.052148","0.459593"
"0.052171","0.461646"
"0.051952","0.465644"
"0.052026","0.467988"
"0.052055","0.472864"
"0.052129","0.474683"
"0.052197","0.479347"
"0.051946","0.482038"
"0.052219","0.48657"
"0.051997","0.489702"
"0.052074","0.492718"
"0.052106","0.496571"
"0.052229","0.499002"
"0.051991","0.502781"
"0.052197","0.504506"
"0.052119","0.509022"
"0.052081","0.509917"
"0.051997","0.513812"
"0.05219","0.515331"
"0.05209","0.51799"
"0.052213","0.519712"
"0.051997","0.522683"
"0.052142","0.523578"
"0.051875","0.525471"
"0.052106","0.526398"
"0.051968","0.528557"
"0.052026","0.529771"
"0.052074","0.531426"
"0.051975","0.533016"
"0.052045","0.532835"
"0.052132","0.534039"
"0.052029","0.533418"
"0.052229","0.534744"
"0.052197","0.535588"
"0.052622","0.535774"
"0.053072","0.536309"
"0.054405","0.535848"
"0.057035","0.536499"
"0.060147","0.536173"
"0.067589","0.536882"
"0.070737","0.53675"
"0.086835","0.536157"
"0.09148","0.536862"
"0.112229","0.536721"
"0.11979","0.537277"
"0.141379","0.537825"
"0.149826","0.53853"
"0.167211","0.537867"
"0.178229","0.537326"
"0.190358","0.537712"
"0.202142","0.537834"
"0.208152","0.537464"
"0.219821","0.538069"
"0.223957","0.537123"
"0.232983","0.537001"
"0.235403","0.536882"
"0.242581","0.53702"
"0.244265","0.537879"
"0.248955","0.536775"
"0.250419","0.537284"
"0.253561","0.536827"
"0.254511","0.537281"
"0.25754","0.537348"
"0.258067","0.537017"
"0.259751","0.537706"
"0.260713","0.536727"
"0.260935","0.537216"
"0.262603","0.538015"
"0.263144","0.5375"
"0.263865","0.538092"
"0.264016","0.53739"
"0.264412","0.537126"
"0.264959","0.536534"
"0.265107","0.536779"
"0.265664","0.537181"
"0.265931","0.536495"
"0.266337","0.53758"
"0.266836","0.536386"
"0.266543","0.53647"
"0.266935","0.53628"
"0.267125","0.536331"
"0.267611","0.537255"
"0.268233","0.537696"
"0.268574","0.538073"
"0.268799","0.537809"
"0.269147","0.537834"
"0.26942","0.537941"
"0.269305","0.537702"
"0.269427","0.537294"
"0.269398","0.536978"
"0.268876","0.536367"
"0.269433","0.536376"
"0.269816","0.536544"
"0.270347","0.536949"
"0.269636","0.536244"
"0.270003","0.536563"
"0.27001","0.536476"
"0.269884","0.536083"
"0.271091","0.537638"
"0.271178","0.536972"
"0.271687","0.537706"
"0.271217","0.53693"
"0.271049","0.53664"
"0.27158","0.53729"
"0.271027","0.536779"
"0.27225","0.5373"
"0.271944","0.537158"
"0.27149","0.536518"
"0.271806","0.536505"
"0.271162","0.535411"
"0.27158","0.535806"
"0.271986","0.536431"
"0.271963","0.536795"
"0.271542","0.535501"
"0.271423","0.535687"
"0.272514","0.536911"
"0.272231","0.536437"
"0.271922","0.536505"
"0.272626","0.536157"
"0.272218","0.536624"
"0.272559","0.536466"
"0.272501","0.537274"
"0.273261","0.537654"
"0.272849","0.536354"
"0.272701","0.53645"
"0.272868","0.53515"
"0.272391","0.535816"
"0.272852","0.536608"
"0.272787","0.536218"
"0.272948","0.536602"
"0.273006","0.535955"
"0.272643","0.535546"
"0.273058","0.536273"
"0.272849","0.536074"
"0.272935","0.536737"
"0.273402","0.536367"
"0.272729","0.536058"
"0.273383","0.535871"
"0.2731","0.53598"
"0.273772","0.536939"
"0.273879","0.536473"
"0.273541","0.536756"
"0.274149","0.536328"
"0.27299","0.535662"
"0.273515","0.536086"
"0.273241","0.535571"
"0.273718","0.536241"
"0.273293","0.535964"
"0.273241","0.536012"
"0.273608","0.535588"
"0.273122","0.535105"
"0.27364","0.536296"
"0.273496","0.536547"
"0.274159","0.536968"
"0.273891","0.536389"
"0.273879","0.536399"
"0.273962","0.53626"
"0.273863","0.53682"
"0.274332","0.537532"
"0.274049","0.535407"
"0.273708","0.536299"
"0.273821","0.535539"
"0.273135","0.535391"
"0.273853","0.536624"
"0.27347","0.536106"
"0.274027","0.536421"
"0.273402","0.535549"
"0.273376","0.535816"
"0.273756","0.535716"
"0.273354","0.536228"
"0.273798","0.536492"
"0.273708","0.535996"
"0.273895","0.536527"
"0.273969","0.536434"
"0.273579","0.53636"
"0.274255","0.536737"
"0.273734","0.536038"
"0.273911","0.536354"
"0.273415","0.535504"
"0.273615","0.536167"
"0.274275","0.536621"
"0.273837","0.536096"
"0.274101","0.536054"
"0.273698","0.535443"
"0.274104","0.5356"
"0.27375","0.535549"
"0.273296","0.536122"
"0.274184","0.536685"
"0.273666","0.535945"
"0.274271","0.536338"
"0.273901","0.535765"
"0.274175","0.536193"
"0.274368","0.536531"
"0.27357","0.536486"
"0.274255","0.536869"
"0.273917","0.535906"
"0.27374","0.536289"
"0.274069","0.535694"
"0.273969","0.536183"
"0.274542","0.536679"
"0.273811","0.53655"
"0.274519","0.53637"
"0.273373","0.535411"
"0.273692","0.536054"
"0.273579","0.535839"
"0.27384","0.536202"
"0.274152","0.536647"
"0.273779","0.536122"
"0.274117","0.536321"
"0.273901","0.536344"
"0.27394","0.536688"
"0.274606","0.536177"
"0.27366","0.536251"
"0.274165","0.53663"
"0.273531","0.535839"
"0.273908","0.536553"
"0.273621","0.536135"
"0.27375","0.536795"
"0.274001","0.536264"
"0.273299","0.53608"
"0.274506","0.536611"
"0.273505","0.535771"
"0.274252","0.5373"
"0.273782","0.536476"
"0.274126","0.536682"
"0.273647","0.536238"
"0.273528","0.535594"
"0.274091","0.536801"
"0.273737","0.536"
"0.274043","0.536869"
"0.27384","0.535427"
"0.273042","0.53561"
"0.27356","0.536106"
"0.273428","0.535964"
"0.274011","0.536553"
"0.273389","0.535797"
"0.273273","0.536032"
"0.273167","0.535308"
"0.273141","0.535845"
"0.273901","0.536164"
"0.273219","0.535684"
"0.27357","0.536402"
"0.273219","0.535562"
"0.273512","0.536968"
"0.273602","0.536508"
"0.273309","0.536682"
"0.273994","0.537319"
"0.273325","0.535781"
"0.273132","0.536051"
"0.273299","0.535874"
"0.27347","0.536714"
"0.27383","0.536209"
"0.272871","0.536077"
"0.273582","0.536531"
"0.272739","0.535356"
"0.273045","0.536196"
"0.272907","0.535343"
"0.272871","0.536218"
"0.273418","0.536154"
"0.272971","0.536019"
"0.273705","0.537081"
"0.273187","0.536499"
"0.273399","0.537052"
"0.273718","0.537055"
"0.273589","0.537197"
"0.273721","0.53692"
"0.273347","0.536408"
"0.273344","0.536144"
"0.273119","0.535919"
"0.273122","0.536141"
"0.272945","0.535903"
"0.27261","0.535955"
"0.273222","0.536466"
"0.272845","0.535282"
"0.273032","0.536486"
"0.273322","0.536531"
"0.272942","0.536499"
"0.273244","0.536888"
"0.273499","0.537265"
"0.273444","0.536679"
"0.273508","0.536447"
"0.273483","0.536788"
"0.273228","0.536759"
"0.273261","0.537113"
"0.273058","0.53636"
"0.273061","0.535996"
"0.272913","0.536238"
"0.272581","0.535681"
"0.272932","0.535787"
"0.272855","0.536096"
"0.273338","0.536006"
